Last Report Year,5 Digit NTDID,4 Digit NTDID,Agency Name,Agency Status,Reporter Type,City,State,Census Year,Primary UZA Name,UZA,UZA Area SQ Miles,UZA Population,2016 Status,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,,,
2016,90039,9039,Culver City Municipal Bus Lines(Culver CityBus),Active,Full Reporter,Culver City,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,"$6,557,845","$5,281,786","$5,527,294","$5,758,990","$5,730,495","$6,081,870","$7,710,794","$10,656,312","$24,050,696","$10,019,610","$9,939,326","$14,527,314","$13,116,960","$11,723,382","$15,297,965","$14,596,994","$16,662,889","$19,684,770","$18,376,540","$17,136,715","$19,716,355","$29,323,664","$21,405,051","$24,131,134","$21,531,322","$22,618,413",,,,
2016,90041,9041,Montebello Bus Lines(MBL),Active,Full Reporter,Montebello,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,"$10,125,637","$16,683,930","$10,243,783","$9,485,688","$13,428,123","$14,908,325","$12,845,190","$13,393,869","$13,966,624","$15,776,536","$14,652,357","$20,622,523","$16,597,155","$20,446,800","$21,657,363","$27,177,959","$24,778,729","$28,026,478","$33,572,680","$39,288,289","$26,671,780","$29,347,751","$31,438,946","$28,836,700","$25,949,812","$26,734,490",,,,
2016,90042,9042,City of Gardena Transportation Department(GMBL),Active,Full Reporter,Gardena,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,"$6,402,925","$7,142,394","$7,512,263","$7,600,669","$7,938,174","$11,328,474","$7,866,017","$13,471,556","$8,672,291","$8,585,532","$9,024,671","$9,522,161","$11,595,399","$20,408,959","$13,385,339","$23,099,999","$22,883,127","$36,390,106","$23,288,220","$36,245,277","$16,866,453","$18,152,935","$19,111,242","$20,428,814","$21,965,655","$22,619,954",,,,
2016,90043,9043,City of Commerce Municipal Buslines(CBL),Active,Full Reporter,Commerce,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,"$2,060,401","$1,246,132","$1,388,535","$1,445,228","$1,717,148","$3,528,934","$6,748,478","$3,154,838","$1,783,730","$1,866,475","$1,915,295","$2,003,000","$2,287,743","$2,557,211","$2,386,360","$2,763,473","$2,622,965","$2,751,712","$5,535,724","$3,811,320","$4,976,625","$2,969,733","$5,641,975","$3,486,575","$4,702,638","$4,423,535",,,,
2016,90044,9044,City of Arcadia Transit(Arcadia Transit),Active,Reduced Reporter,Arcadia,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,"$799,421","$1,144,835","$994,149","$964,400","$1,046,061","$1,004,403","$977,692","$977,597","$1,525,502","$1,308,541","$1,196,295","$1,291,704","$1,271,228","$1,294,348","$1,989,592","$1,592,201","$1,402,109","$1,315,788","$1,990,819","$1,594,808","$1,581,620","$1,657,558","$2,459,984","$1,806,188","$1,680,587","$1,703,010",,,,
2016,90045,9045,Regional Transportation Commission of Southern Nevada(RTC),Active,Full Reporter,Las Vegas,NV,2010,"Las Vegas-Henderson, NV",23,417,"1,886,011",Existing 2016,"$9,793,949","$10,164,459","$1,346,702",$0,$0,$0,$0,$0,$0,$0,"$88,574,496","$113,555,069","$99,020,133","$119,262,312","$158,147,426","$180,319,860","$199,544,926","$292,271,292","$301,884,403","$252,953,316","$218,086,919","$207,167,332","$220,776,799","$230,680,465","$237,339,390","$340,557,232",,,,
2016,90050,9050,Simi Valley Transit(SVT),Active,Reduced Reporter,Simi Valley,CA,2010,"Simi Valley, CA",254,31,"125,206",Existing 2016,"$1,344,047","$1,394,807","$1,307,664","$1,495,223",$0,$0,$0,"$2,353,635","$4,183,165","$3,089,080","$5,094,797","$3,806,625","$3,852,282","$4,235,797","$5,533,892","$5,810,047","$5,980,498","$5,532,550","$6,333,026","$6,490,792","$9,058,260","$6,161,772","$5,815,148","$5,920,343","$9,046,454","$8,514,764",,,,
2016,90052,9052,City of Corona(CCTS),Active,Reduced Reporter,Corona,CA,2010,"Riverside-San Bernardino, CA",22,545,"1,932,666",Existing 2016,"$346,224","$457,555","$415,962","$164,758","$702,173","$493,242","$703,841","$675,133","$993,124","$703,079","$876,255","$2,047,233","$1,228,499","$1,577,305","$1,476,288","$1,841,182","$2,381,054","$1,881,902","$1,979,195","$2,033,028","$1,865,888","$1,968,762","$3,466,151","$2,096,029","$2,402,607","$5,564,691",,,,
2006,90054,9054,"San Diego Trolley, Inc.(MTS)",Inactive,Full Reporter,San Diego,CA,2000,"San Diego, CA",15,782,"2,674,436",Pre 2016,"$18,513,575","$18,994,189","$19,867,716","$19,337,318","$19,948,011","$133,438,629","$83,176,838","$68,535,302","$41,005,583","$66,936,434","$87,678,351","$47,143,439","$54,442,794","$54,498,450","$46,490,069","$535,701,125",,,,,,,,,,,,,,
1996,90055,9055,Monterey County RIDES,Inactive,Full Reporter,Salinas,CA,1990,"Salinas, CA",188,35,"122,225",Pre 2016,"$653,864","$895,720","$852,928","$890,301","$944,183","$1,028,344",,,,,,,,,,,,,,,,,,,,,,,,
1994,90056,9056,Economic Opportunity Board of Clark County,Inactive,Full Reporter,Las Vegas,NV,1990,"Las Vegas, NV",45,231,"697,348",Pre 2016,"$1,411,427","$2,759,338","$2,060,485","$2,562,469",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,90061,9061,Yuba-Sutter Transit Authority(YSTA),Active,Full Reporter,Marysville,CA,2010,"Yuba City, CA",270,39,"116,719",Existing 2016,"$787,146","$1,005,006","$1,121,392","$1,153,692","$3,220,835","$2,313,723","$1,426,875","$1,526,191","$2,092,388","$2,055,746","$3,514,446","$3,243,917","$2,884,489","$3,249,957","$3,423,940","$3,638,138","$5,343,790","$4,774,291","$7,240,947","$7,664,631","$5,939,866","$8,527,224","$7,754,694","$11,617,978","$6,361,904","$6,448,656",,,,
2016,90062,9062,Monterey-Salinas Transit(MST),Active,Full Reporter,Monterey,CA,2010,"Seaside-Monterey, CA",276,39,"114,237",Existing 2016,"$10,669,953","$10,305,753","$9,110,377","$9,917,577","$9,596,778","$12,773,321","$14,511,570","$14,102,748","$13,506,209","$20,000,087","$20,072,157","$20,925,818","$22,246,072","$20,740,711","$21,786,540","$23,526,559","$25,279,493","$33,383,553","$27,398,064","$29,970,178","$33,392,781","$35,765,011","$39,339,108","$35,016,574","$49,538,097","$40,641,155",,,,
1993,90077,9077,Los Angeles County Transportation Commission / MTA,Inactive,Full Reporter,Los Angeles,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",Pre 2016,"$27,137,832","$38,676,330","$11,669,715",,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,90078,9078,Central Contra Costa Transit Authority(County Connection),Active,Full Reporter,Concord,CA,2010,"Concord, CA",66,204,"615,968",Existing 2016,"$15,503,885","$16,548,723","$15,944,571","$17,395,818","$18,306,867","$19,161,491","$29,977,086","$19,757,834","$22,916,997","$24,658,118","$26,253,542","$37,486,511","$36,943,901","$27,374,831","$27,124,527","$30,466,872","$30,886,666","$33,480,876","$33,833,145","$48,090,495","$31,607,780","$34,231,143","$37,005,317","$37,801,083","$35,504,961","$51,408,176",,,,
2016,90079,9079,SunLine Transit Agency(SunLine),Active,Full Reporter,Thousand Palms,CA,2010,"Indio-Cathedral City, CA",111,144,"345,580",Existing 2016,"$7,770,745","$9,518,856","$9,154,081","$19,648,508","$9,951,471","$11,888,073","$10,484,213","$10,590,526","$12,982,825","$14,298,965","$16,385,140","$16,664,801","$18,502,305","$20,830,400","$19,504,548","$23,948,216","$22,936,693","$31,843,425","$38,680,716","$24,987,257","$31,192,877","$26,382,375","$29,195,854","$40,341,117","$38,139,477","$36,629,959",,,,
2016,90086,9086,City of Riverside Special Transportation(City of Riverside),Active,Full Reporter,Riverside,CA,2010,"Riverside-San Bernardino, CA",22,545,"1,932,666",Existing 2016,"$1,107,303","$858,325","$995,064","$1,267,142","$1,043,412","$1,153,893","$1,516,126","$1,399,981","$1,302,207","$1,318,540","$1,874,984","$1,836,219","$2,769,050","$1,835,587","$2,614,148","$2,955,682","$2,421,092","$3,610,827","$3,848,984","$4,097,934","$3,455,136","$4,177,136","$3,615,879","$4,308,587","$5,215,320","$5,104,835",,,,
2016,90087,9087,Santa Maria Area Transit(SMAT),Active,Full Reporter,Santa Maria,CA,2010,"Santa Maria, CA",246,29,"130,447",Existing 2016,"$631,683","$1,043,656","$1,623,525","$1,261,218","$1,124,123","$1,270,005","$1,829,713","$1,277,259","$1,775,647","$1,967,808","$4,081,878","$2,089,905","$2,527,754","$5,122,120","$2,643,466","$3,658,183","$4,006,482","$4,451,465","$5,612,863","$7,467,783","$10,620,838","$7,043,691","$6,014,175","$10,222,110","$6,694,078","$6,691,554",,,,
2016,90088,9088,Napa County Transportation and Planning Agency(NCTPA),Active,Full Reporter,Napa,CA,2010,"Napa, CA",342,26,"83,913",Existing 2016,"$943,025","$1,431,520","$2,357,576","$2,331,811","$3,433,198",$0,$0,"$3,403,290","$4,708,031","$4,069,560","$6,157,418","$4,594,931","$4,533,623","$4,378,399","$6,117,869","$5,892,474","$5,717,122","$6,382,796","$6,754,187","$9,810,434","$12,378,414","$12,108,256","$16,450,950","$13,557,387","$11,083,825","$16,219,935",,,,
2016,90089,9089,Sonoma County Transit(SCT),Active,Full Reporter,Santa Rosa,CA,2010,"Santa Rosa, CA",123,98,"308,231",Existing 2016,"$4,023,800","$6,707,987","$4,447,501","$5,337,753","$6,599,240","$9,979,112","$7,890,744","$7,165,786","$8,012,999","$10,838,892","$9,573,001","$12,908,912","$12,403,153","$12,014,317","$12,349,566","$14,095,966","$15,903,546","$14,639,143","$17,462,152","$17,175,996","$12,749,304","$17,609,238","$14,607,820","$21,389,276","$14,238,399","$20,353,314",,,,
2016,90090,9090,Yolo County Transportation District(YCTD),Active,Full Reporter,Woodland,CA,2010,"Sacramento, CA",28,471,"1,723,634",Existing 2016,"$1,094,597","$1,042,574","$2,894,441","$1,934,766","$2,930,649","$2,501,137","$4,872,381","$2,952,242","$2,757,461","$6,933,413","$4,479,413","$5,955,319","$5,571,692","$10,043,850","$6,643,135","$8,076,420","$9,162,192","$15,152,797","$10,143,264","$9,257,069","$11,766,990","$18,174,830","$12,233,586","$11,426,522","$12,214,095","$16,339,311",,,,
2016,90091,9091,City of Visalia - Visalia City Coach(Visalia Transit),Active,Full Reporter,Visalia,CA,2010,"Visalia, CA",162,63,"219,454",Existing 2016,"$1,436,465","$1,241,304","$1,407,952","$1,274,614","$3,410,576","$2,129,880","$2,972,724","$2,277,500","$2,318,729","$2,675,454","$3,318,411","$4,352,084","$5,911,165","$7,408,697","$5,418,980","$9,155,640","$13,282,479","$7,867,647","$15,441,617","$9,194,070","$13,689,473","$13,647,305","$10,902,533","$9,292,821","$9,365,747","$10,556,854",,,,
2016,90092,9092,City of Fairfield - Fairfield and Suisun Transit(FAST),Active,Full Reporter,Fairfield,CA,2010,"Fairfield, CA",240,39,"133,683",Existing 2016,"$1,413,772","$1,903,566","$1,811,039","$2,007,690","$1,963,109","$2,170,261","$6,269,807","$3,327,687","$3,864,409","$7,422,967","$10,232,410","$10,176,460","$7,323,288","$9,541,579","$6,746,403","$6,784,378","$7,594,230","$11,435,718","$10,109,322","$11,049,489","$15,385,966","$16,229,433","$15,953,218","$15,657,095","$20,005,736","$37,103,448",,,,
2016,90093,9093,Redding Area Bus Authority(RABA),Active,Full Reporter,Redding,CA,2010,"Redding, CA",267,71,"117,731",Existing 2016,"$1,276,660","$2,011,892","$1,846,736","$3,472,102","$5,524,303","$4,663,117","$3,559,658","$3,361,394","$4,234,229","$5,453,295","$5,185,582","$4,556,344","$4,201,953","$4,832,154","$4,126,672","$4,710,111","$5,115,478","$5,217,376","$7,506,074","$6,234,146","$7,192,930","$7,167,895","$5,355,946","$6,802,279","$7,327,079","$6,358,324",,,,
2016,90095,9095,San Diego Association of Governments(SANDAG),Active,Full Reporter,San Diego,CA,2010,"San Diego, CA",15,732,"2,956,746",Existing 2016,"$12,531,661","$13,604,354","$19,260,896","$19,724,437","$18,100,118","$21,207,203","$23,672,404","$29,077,545","$18,161,965","$18,072,752","$3,249,640","$3,030,626","$4,267,746","$5,472,031","$6,937,556","$9,057,417","$9,381,025","$10,326,896","$11,179,519","$11,240,618","$13,002,702","$13,587,275","$13,165,201","$17,271,977","$15,525,791","$15,503,257",,,,
2016,90119,9119,Laguna Beach Municipal Transit(CLB),Active,Full Reporter,Laguna Beach,CA,2010,"Mission Viejo-Lake Forest-San Clemente, CA",69,151,"583,681",Existing 2016,"$934,108","$1,027,484","$787,666","$1,070,613","$810,900","$707,495","$1,164,602","$621,407","$724,168",$0,$0,"$1,176,853","$1,859,122","$1,796,576","$1,403,345","$1,908,506","$2,861,187","$2,568,224","$2,100,578","$1,979,560","$3,178,268","$2,034,563","$1,992,171","$3,506,135","$2,442,830","$2,888,781",,,,
2016,90121,9121,Antelope Valley Transit Authority(AVTA),Active,Full Reporter,Lancaster,CA,2010,"Lancaster-Palmdale, CA",112,116,"341,219",Existing 2016,"$1,360,736","$3,130,038","$6,829,881","$5,475,098","$5,780,190","$7,854,580","$7,092,704","$6,247,414","$6,219,623","$8,681,523","$12,465,445","$13,894,468","$17,333,316","$36,429,191","$15,457,470","$13,700,471","$13,551,808","$15,091,713","$23,658,195","$21,473,827","$21,080,833","$20,537,304","$32,780,324","$23,604,818","$26,918,162","$26,411,584",,,,
1993,90124,9124,"Phoenix Transit System Division of ATC/Vancom, Inc.",Inactive,Full Reporter,Phoenix,AZ,1990,"Phoenix, AZ",14,741,"2,006,239",Pre 2016,"$35,645,419","$59,337,774","$43,055,743",,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,90127,9127,Chico Area Transit System City of Chico(CATS),Inactive,Full Reporter,Chico,CA,2000,"Chico, CA",289,35,"89,221",Pre 2016,"$445,531","$742,466","$1,848,905","$1,154,181","$1,241,200","$1,279,147","$1,923,985","$1,331,372","$1,302,542","$2,372,269","$1,512,001","$1,815,338","$1,920,166","$4,501,127","$3,110,303",,,,,,,,,,,,,,,
2004,90129,9129,City of Mesa(COM),Inactive,Full Reporter,Mesa,AZ,2000,"Phoenix-Mesa, AZ",13,799,"2,907,049",Pre 2016,"$1,344,932","$1,573,206","$1,888,007","$2,055,015","$2,417,563","$2,214,862","$2,934,170","$4,780,108","$5,378,431","$7,884,318","$15,245,829","$28,926,306","$10,048,966","$11,788,607",,,,,,,,,,,,,,,,
2016,90131,9131,City of Scottsdale - Scottsdale Trolley(COS),Active,Full Reporter,Scottsdale,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",Existing 2016,"$282,340","$266,983",$0,"$445,870","$3,611,893","$960,811","$994,573","$3,696,402","$3,934,639","$6,471,622","$8,924,153",$0,$0,$0,$0,$0,$0,"$2,179,385","$2,718,102","$2,591,676","$2,602,270","$5,398,201","$8,531,194","$5,652,888","$7,295,313","$5,555,483",,,,
2009,90132,9132,Maricopa County Special Transportation Services(MCHSD),Inactive,Full Reporter,Phoenix,AZ,2000,"Phoenix-Mesa, AZ",13,799,"2,907,049",Pre 2016,"$996,215","$2,982,531","$3,155,907","$4,310,655","$819,633","$891,095","$2,038,143","$1,357,379","$1,539,216","$2,530,954","$1,653,677","$2,174,532","$2,098,980","$2,789,120","$3,913,257","$3,490,834","$4,411,022","$4,157,545","$1,898,753",,,,,,,,,,,
2016,90134,9134,Peninsula Corridor Joint Powers Board dba: Caltrain(PCJPB),Active,Full Reporter,San Carlos,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2016,"$44,223,202","$30,595,948","$245,428,323","$42,109,975","$49,730,309","$51,631,795","$217,542,635","$59,358,348","$75,975,234","$152,959,447","$137,206,689","$150,528,251","$169,989,492","$183,424,091","$137,474,521","$173,114,371","$171,148,371","$185,112,575","$169,252,778","$163,555,060","$189,596,106","$184,710,790","$195,213,239","$226,239,606","$243,610,578","$252,486,198",,,,
2010,90135,9135,"Sun Cities Area Transit System, Inc.(SCAT)",Inactive,Reduced Reporter,Sun City,AZ,2000,"Phoenix-Mesa, AZ",13,799,"2,907,049",Pre 2016,"$572,339","$1,055,245","$538,918","$632,278","$742,739","$596,819","$781,825","$605,837","$526,187","$498,853","$604,794","$893,561","$605,698","$754,179","$889,213","$899,473",$0,$0,$0,$0,,,,,,,,,,
2016,90136,9136,"Regional Public Transportation Authority, dba: Valley Metro(RPTA)",Active,Full Reporter,Phoenix,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",Existing 2016,"$1,185,833","$3,215,209","$1,642,746","$2,977,669","$30,837,441","$8,608,261","$17,504,587","$16,953,109","$40,152,939","$37,607,041","$42,876,016",$0,"$76,378,772","$103,754,741","$217,503,260","$387,182,957","$506,440,207","$521,744,150","$144,457,357","$107,719,653","$99,448,090","$125,753,334","$121,770,801","$139,961,120","$131,372,247","$141,519,240",,,,
2013,90137,9137,Surprise Dial-A-Ride Transit System(Surprise DAR),Inactive,Reduced Reporter,Surprise,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",Pre 2016,"$48,416","$47,665","$52,148","$52,254","$54,483",$0,$0,"$52,479","$72,877","$81,396","$139,257","$212,200","$233,918","$309,571","$330,121","$459,537","$555,723","$628,784","$737,352","$602,585","$765,063","$796,378","$279,943",,,,,,,
2016,90140,9140,Peoria Transit,Active,Full Reporter,Peoria,AZ,2010,"Phoenix-Mesa, AZ",12,"1,147","3,629,114",Existing 2016,"$248,469","$347,663","$268,303","$349,071","$397,059","$409,274","$666,212","$490,924","$644,593","$732,103","$800,795","$770,046","$706,831","$738,683","$987,956","$927,312","$1,501,994","$1,239,982","$1,166,371","$1,325,258","$950,962","$903,468","$1,145,254","$1,042,354","$915,329","$1,015,228",,,,
2016,90142,9142,Unitrans - City of Davis/ASUCD(Unitrans),Active,Full Reporter,Davis,CA,2010,"Davis, CA",382,14,"72,794",Existing 2016,$0,"$1,905,263","$1,752,236","$1,391,184","$1,668,471","$5,827,529","$2,755,737","$2,085,844","$2,072,626","$2,259,003","$5,342,467","$3,204,511","$4,257,919","$8,408,845","$3,896,649","$5,083,100","$3,916,589","$5,931,931","$8,368,515","$15,242,694","$4,278,430","$4,386,388","$4,466,920","$6,862,524","$7,854,281","$5,650,117",,,,
1993,90143,9143,City of Merced Transit System,Inactive,Full Reporter,Merced,CA,1990,"Merced, CA",318,20,"64,742",Pre 2016,"$868,013","$1,307,489","$2,084,073",,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,90144,9144,Livermore / Amador Valley Transit Authority(LAVTA),Active,Full Reporter,Livermore,CA,2010,"Concord, CA",66,204,"615,968",Existing 2016,"$14,662,003","$5,772,394","$4,354,896","$5,093,868","$4,596,110","$8,369,799","$6,792,729","$7,471,966","$7,543,264","$10,035,763","$8,988,142","$10,389,858","$14,395,334","$24,949,133","$10,740,607","$12,991,650","$17,711,876","$19,772,004","$17,411,536","$22,919,438","$20,590,758","$17,888,689","$20,853,599","$16,101,093","$14,799,527","$15,804,652",,,,
1993,90145,9145,"Aloha-State Tour & Transportation Co., Ltd. dba The Handi-Van",Inactive,Full Reporter,Honolulu,HI,1990,"Honolulu, HI",46,139,"632,603",Pre 2016,"$2,613,943","$10,285,772","$1,099,214",,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,90146,9146,Foothill Transit,Active,Full Reporter,West Covina,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,$0,"$34,210,118","$20,433,834","$23,726,113","$29,882,595","$38,946,663","$55,438,503","$42,541,057","$43,530,779","$52,999,356","$68,377,595","$58,110,813","$88,819,793","$74,062,194","$88,498,413","$74,760,167","$116,585,392","$75,571,680","$96,238,225","$72,930,716","$76,514,763","$79,883,924","$80,057,053","$121,745,551","$114,391,598","$103,683,526",,,,
2016,90147,9147,City of Los Angeles Department of Transportation(LADOT),Active,Full Reporter,Los Angeles,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,$0,$0,"$29,054,054","$23,512,026","$21,469,752","$21,742,171","$20,961,972","$25,938,536","$29,931,615","$33,260,484","$42,694,254","$60,402,968","$52,359,617","$52,412,356","$59,741,874","$54,377,813","$63,402,390","$72,090,387","$78,694,606","$87,079,189","$79,120,232","$153,064,569","$77,039,828","$90,492,756","$104,511,496","$106,510,717",,,,
2016,90148,9148,Victor Valley Transit Authority(VVTA),Active,Full Reporter,Hesperia,CA,2010,"Victorville-Hesperia, CA",114,167,"328,454",Existing 2016,$0,$0,"$863,687","$3,508,435","$3,853,233","$3,633,360","$3,713,202","$5,039,803","$4,300,981","$6,186,993","$7,841,673","$5,957,511","$11,776,638","$8,612,617","$10,845,773","$8,279,175","$12,312,334","$15,247,843","$17,776,518","$20,567,611","$18,826,131","$18,129,691","$17,161,827","$22,390,437","$23,252,925","$35,955,800",,,,
2016,90149,9149,City of Lompoc - Lompoc Transit(COLT),Active,Reduced Reporter,Lompoc,CA,2010,"Lompoc, CA",485,11,"51,509",Existing 2016,$0,$0,"$797,369","$668,803",$0,$0,$0,"$2,565,766","$1,724,228","$1,297,094","$1,327,351","$1,614,927","$1,482,886","$1,622,572","$2,184,161","$2,199,087","$2,176,236","$2,464,321","$2,934,508","$4,093,109","$2,220,574","$2,183,342","$2,679,743","$3,639,591","$3,036,061","$3,352,578",,,,
2010,90150,9150,City of Alameda Ferry Services,Inactive,Full Reporter,Alameda,CA,2000,"San Francisco-Oakland, CA",12,527,"3,228,605",Pre 2016,$0,"$2,029,412","$1,413,850","$6,219,240","$1,923,419","$1,958,466","$2,225,677","$4,960,221","$3,052,437","$3,578,951","$4,068,082","$9,608,916","$7,633,445","$5,403,419","$5,074,650","$5,560,879","$5,440,270","$7,259,569","$5,533,634","$5,643,576",,,,,,,,,,
2016,90151,9151,Southern California Regional Rail Authority dba: Metrolink(Metrolink),Active,Full Reporter,Los Angeles,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,$0,$0,"$249,588,003","$228,348,258","$173,936,956","$140,056,409","$114,539,732","$96,702,535","$108,653,360","$128,812,411","$114,871,831","$155,536,502","$150,913,564","$140,672,293","$147,978,390","$167,348,244","$219,218,953","$227,707,669","$299,033,103","$355,805,276","$364,852,301","$347,039,036","$311,092,048","$290,793,505","$268,049,281","$307,162,774",,,,
2000,90152,9152,ATC/VanCom,Inactive,Full Reporter,North Las Vegas,NV,1990,"Las Vegas, NV",45,231,"697,348",Pre 2016,$0,$0,"$55,642,410","$22,472,415","$40,407,552","$57,679,076","$97,947,946","$89,635,807","$83,680,881","$75,812,475",,,,,,,,,,,,,,,,,,,,
1997,90153,9153,Mayflower Contract Services,Inactive,Full Reporter,Honolulu,HI,1990,"Honolulu, HI",46,139,"632,603",Pre 2016,$0,$0,"$6,494,426","$9,693,198","$9,813,689","$10,274,361","$6,629,036",,,,,,,,,,,,,,,,,,,,,,,
2016,90154,9154,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),Active,Full Reporter,Los Angeles,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,$0,$0,$0,"$809,872,275","$875,336,848","$824,646,266","$860,501,089","$869,679,108","$924,623,493","$987,376,030","$972,466,441","$1,080,581,624","$1,181,905,890","$1,241,792,206","$1,701,937,665","$1,611,834,485","$1,716,791,788","$1,796,410,582","$1,894,152,103","$1,977,423,542","$2,134,272,822","$2,153,909,557","$2,290,690,252","$2,943,273,646","$3,471,272,614","$3,366,668,470",,,,
2016,90155,9155,City of Vacaville(City Coach),Active,Reduced Reporter,Vacaville,CA,2010,"Vacaville, CA",314,27,"93,141",Existing 2016,$0,$0,$0,"$955,898",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$5,534,765","$2,476,382","$2,222,812","$4,062,458","$2,142,634","$4,084,478",,,,
2016,90156,9156,City of San Luis Obispo(SLO Transit),Active,Full Reporter,San Luis Obispo,CA,2010,"San Luis Obispo, CA",447,20,"59,219",Existing 2016,$0,$0,$0,"$1,989,613",$0,$0,$0,$0,"$1,679,831","$2,585,383","$2,363,803","$3,037,636","$2,932,247","$2,408,490","$3,309,830","$2,646,687","$3,028,320","$3,380,540","$4,023,887","$3,783,788","$3,854,849","$3,763,307","$4,212,879","$3,249,502","$3,534,680","$3,483,628",,,,
2016,90157,9157,Access Services(AS),Active,Full Reporter,El Monte,CA,2010,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",Existing 2016,$0,$0,$0,"$5,475,196","$15,370,795","$21,124,137","$26,338,459","$31,628,257","$41,556,327","$43,452,958","$51,519,531","$62,293,119","$69,461,774","$66,247,468","$68,335,924","$78,801,614","$76,850,459","$85,766,087","$94,637,849","$94,590,702","$104,315,087","$119,600,129","$120,599,099","$132,253,735","$146,298,802","$145,498,675",,,,
2001,90158,9158,"DAVE Transportation Services, Inc.",Inactive,Full Reporter,Sherman Oaks,CA,1990,"Los Angeles, CA",2,"1,966","11,402,946",Pre 2016,$0,$0,$0,"$4,526,451","$4,916,873","$4,282,233","$4,834,247","$5,128,911","$6,806,432","$12,525,667","$20,369,204",,,,,,,,,,,,,,,,,,,
2016,90159,9159,Western Contra Costa Transit Authority(WestCAT),Active,Full Reporter,Pinole,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2016,$0,$0,$0,$0,"$2,127,089","$2,361,472","$2,809,078","$5,424,672","$5,994,464","$7,118,998","$6,857,550","$5,809,873","$8,242,668","$6,604,008","$6,598,517","$7,018,338","$7,546,994","$10,746,425","$13,111,162","$7,706,803","$8,378,696","$10,717,679","$8,955,377","$17,111,815","$9,575,725","$10,175,775",,,,
2001,90160,9160,Outreach & Escort dba OUTREACH,Inactive,Full Reporter,San Jose,CA,1990,"San Jose, CA",23,338,"1,435,019",Pre 2016,$0,$0,$0,$0,$0,"$5,370,995","$9,130,038","$12,187,223","$15,385,712","$18,375,847","$23,488,625",,,,,,,,,,,,,,,,,,,
2016,90161,9161,City of Union City Transit Division(UCT),Active,Reduced Reporter,Union City,CA,2010,"San Francisco-Oakland, CA",13,524,"3,281,212",Existing 2016,$0,$0,$0,$0,$0,"$1,964,192","$2,959,250","$1,702,605","$2,668,783","$2,619,872","$2,511,723","$3,326,861","$4,128,425","$4,260,009","$2,940,149","$3,187,924","$3,407,134","$3,285,687","$4,483,988","$6,535,151","$3,923,771","$4,073,577","$7,324,019","$4,475,641","$4,668,490","$6,709,055",,,,
2016,90162,9162,The Eastern Contra Costa Transit Authority(Tri Delta Transit),Active,Full Reporter,Antioch,CA,2010,"Antioch, CA",137,81,"277,634",Existing 2016,$0,$0,$0,$0,$0,"$4,932,410","$5,995,847","$10,409,893","$9,504,377","$8,837,447","$19,407,980","$11,434,362","$14,811,458","$18,290,625","$15,824,020","$16,367,769","$18,125,820","$20,574,029","$22,331,129","$20,309,438","$21,385,142","$24,330,757","$32,000,193","$20,585,793","$20,648,202","$21,146,963",,,,
2016,90163,9163,Camarillo Area Transit(CAT),Active,Reduced Reporter,Camarillo,CA,2010,"Camarillo, CA",386,22,"71,772",Existing 2016,$0,$0,$0,$0,$0,"$404,195",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,027,168","$1,263,712","$1,507,721","$1,784,560","$2,559,460",,,,
